Sujeito,Função,Norma (competência),Descrição,Previsão regimental,L.O.M.,CESP,CRFB1988
Vereador,Presidente da Mesa,deve,"Declarar rejeitado e enviar à publicação o projeto de lei que receber parecer contrário, quanto ao mérito, de todas as Comissões, ressalvado o recurso previsto no artigo 79",80,,,
Vereador,Presidente da Mesa,tem competência para,"designar os membros das CPIs, assegurando-se, tanto quanto possível, a representação proporcional partidária, além de pelo menos 1 (um) membro de cada Comissão Permanente competente, designando-se para a Presidência o primeiro signatário do requerimento que a propôs",94,,,
Vereador,Presidente da Mesa,tem competência para,Constituir Comissões de Representação para representar a Cãmara em atos externos,98,,,
Vereador,Presidente da Mesa,deve,"Declarar licenciado para tratamento de saúde o Vereador que encontrar-se impossibilitado física ou mentalmente de subscrever comunicação de sua licença - neste caso, a comunicação à presidência é competência do líver da Bancada",113,,,
Vereador,Presidente da Mesa,tem a prerrogativa de,beneficiar-se de verba de representação igual à fixada para o Prefeito,123,,,
Vereador,Presidente da Mesa,deve,"proferir as seguintes palavras: ""Sob a proteção de Deus, iniciamos os nossos trabalhos"" após declarar a sessão aberta, bem como tomar as providências para que a Bíblia Sagrada deverá fique, durante todo o tempo da sessão, sobre a Mesa, à disposição de quem dela quiser fazer uso",137,,,
Vereador,Presidente da Mesa,deve,"Determinar, de ofício ou a requerimento de Vereador, a republicação de toda matéria que for publicada com erros, omissões, incorreções ou empastelamentos evidentes e graves que lhe modifiquem o sentido, dentro de 3 (três) dias",148,,,
Vereador,Presidente da Mesa,deve,"Distribuir a palavra para fala dos Vereadores nas sessões de pequeno expediente, sendo 5 minutos para cada, nao se permitindo apartes",157,,,
Vereador,Presidente da Mesa,tem competência para,"suspender ou alterar a Ordem do Dia, somente: I - para comunicação de licença de Vereador; II - para posse de Vereador ou Suplente; III - em caso de inclusão de projeto na pauta em regime de urgência; IV - em caso de inversão de pauta; V – em caso de retirada de proposição da pauta",172,,,
Vereador,Presidente da Mesa,deve,"Anunciar a publicação da Ordem do Dia da sessão seguinte e encerrar os trabalhos, após tenha sido esgotada a pauta da Ordem do Dia, se nenhum Vereador solicitar a palavra para explicação pessoal, ou findo o tempo destinado à sessão",178,,,
Vereador,Presidente da Mesa,deve,"Comunicar os Vereadores em sessão sempre que houver convocação de Sessão Extraordinária, ou tomar as providências necessárias para tanto, quando não for possível a comunicação na forma aqui prevista",186,,,
Vereador,Presidente da Mesa,tem competência para,Encerrar a Sessão Extraordinária na ausência do quorum necessário para deliberação,189,,,
Vereador,Presidente da Mesa,deve,"Apreciar e deferir de plano, requerimento de convocação Sessão Secreta - subscrito por no mín. 2/3 dos membros",195,,,
Vereador,Presidente da Mesa,deve,Encerrar a sessão pública antes de se iniciar a sessão secreta,196,,,
Vereador,Presidente da Mesa,deve,"Ler, assinar, lacrar e solicitar seja arquivada a ata da sessão secreta, com os respectivos documentos, ao término desta",199,,,
Vereador,Presidente da Mesa,deve,Comunicar à impensa Oficial sobre a sessão secreta,201,,,
Vereador,Presidente da Mesa,deve,Promover a verificação do quórum necessário à instalação da Sessão Permanente,203,,,
Vereador,Presidente da Mesa,deve,"Deferir, de imediato, requerimento de suspensão da Sessão Permanente para a instalaçao de Sessão Extordinária, com a exclusiva finalidade de apreciar matéria com prazo fatal ",205,,,
Vereador,Presidente da Mesa,deve,Declarar encerrada a sessão pública quando necessário instalar-se sessão permanente no transcorrer daquela,206,,,
Vereador,Presidente da Mesa,deve,Determinar a publicação da íntegra dos projetos em tramitação na Câmara,216,,,
Vereador,Presidente da Mesa,deve,"Promover a tramitação regimental de proposição de autoria de Vereador licenciado, renunciante ou com mandato cassado, entregue à Mesa antes de efetivada a licença, a renúncia ou perda do mandato, mesmo que ainda não lida ou apreciada",217,,,
Vereador,Presidente da Mesa,deve,"receber as prposições, em momento próprio, 'datilografadas' e acompanhada do necessário número de cópias",218,,,
Vereador,Presidente da Mesa,deve,Receber os requerimentos apresentados pelos vereadores,220,,,
Vereador,Presidente da Mesa,deve,Rejeitar pedidos de emenda a requerimentos ja apresentados,222,,,
Vereador,Presidente da Mesa,deve,"Despachar, de ofício, os requerimentos referidos no artigo 223",223,,,
Vereador,Presidente da Mesa,deve,"Promover a leitura, na fase do Prolongamento do Expediente, das Moções apresentadas até a fase do Grande Expediente, e organizar a pauta para que sejam discutids e votadas na sessão subseqüente",229,,,
Vereador,Presidente da Mesa,deve,Despachar de plano às Comissões os Projetos protocolados,239,,,
Vereador,Presidente da Mesa,deve,"Enviar os projetos à Imprensa Oficial para que sejam publicados antes de serem incluidos na pauta da Ordem do Dia, inclusive os pautados em regime de urgência",240,,,
Vereador,Presidente da Mesa,deve,Tomar providências para que os projetos e respectivos pareceres sejam impressos em avulsos e entregues aos Vereadores no início da sessão em cuja Ordem do Dia tenham sido incluídos,241,,,
Vereador,Presidente da Mesa,deve,"Organizar a pauta da Ordem do Dia de forma a fazer com que os projetos sejam discutidos em bloco, juntamente com os substitutivos e emendas eventualmente apresentadas ",243,,,
Vereador,Presidente da Mesa,deve,"Comunicar o Prefeito se o projeto de sua iniciativa que tramitou em regime de urgência foi rejeitado ou aprovado, no prazo de 48 horas da deliberação",246,,,
Vereador,Presidente da Mesa,deve,"Considerar, para fins de organização da pauta, como em condições de figurar na pauta da Ordem do Dia, os projetos já instruídos com os pareceres de todas as Comissões a que for despachado, e não passíveis de serem discutidos e votados conclusivamente pelas Comissões",248,,,
Vereador,Presidente da Mesa,deve,"Enviar à sanção do Prefeito, ou à sua Promulgação, o projeto ou substitutivo aprovado sem emendas",257,,,
Vereador,Presidente da Mesa,deve,"Incluir na Pauta da Ordem do Dia, para discussão e votação únicas, parecer da comissão de mérito que proponha emendas à redação final ou reabertura da discussão de projeto, após a publicação do mesmo - dispensa publicaçãoo se incluído em pauta de sessão extraordinária ou em regime de urgência, hipótese em que se deve proceder à leitura do parecer antes de se iniciar a discussão",262,,,
Vereador,Presidente da Mesa,deve,"Despachar e enviar ao Prefeito, para sanção, projeto cujo parecer com redação final tenha sido aprovado em Plenário",268,,,
Vereador,Presidente da Mesa,deve,"Promulgar, quando for o caso, projeto cujo parecer com redação final tenha sido aprovado em Plenário ",268,,,
Vereador,Presidente da Mesa,deve,"Despachar e enviar às comissões competentes, para emissão de parecer conjunto (prazo de 48h), os Substitutivos apresentados em Plenário",270,,,
Vereador,Presidente da Mesa,deve,"Determinar, no início de cada legislatura, sejam arquivados os processos relativos a proposições que, até a data de encerramento da legislatura anterior, não tenham sido aprovadas em, pelo menos, uma discussão, com exceção das proposição de iniciativa do executivo",275,,,
Vereador,Presidente da Mesa,deve,"Organizar a ordem de fala nas discussões de forma a distribuir a palavra na seguinte ordem: I - ao autor da proposição; II - aos relatores, respeitada a ordem de pronunciamento das respectivas Comissões; III - ao autor de voto vencido, originariamente designado relator, respeitada a ordem estabelecida no inciso anterior; IV - ao primeiro signatário de substitutivo, respeitada a ordem inversa da sua apresentação",278,,,
Vereador,Presidente da Mesa,deve,"interromper o orador somente: I - para dar conhecimento ao Plenário de requerimento escrito de prorrogação da sessão e para colocá-lo a votos; II - para fazer comunicação importante, urgente e inadiável à Câmara; III - para recepcionar autoridade ou personalidade de excepcional relevo; IV - para suspender ou encerrar a sessão, em caso de tumulto grave no Plenário ou em outras dependências da Câmara",281,,,
Vereador,Presidente da Mesa,não pode,"encerrar a discussão quando houver requerimento de adiamento pendente de votação por falta de ""quorum"" ",285,,,
Vereador,Presidente da Mesa,tem competência para,"Votar nas eleições da Mesa e nas votações secretas, quando a matéria exigir ""quorum"" superior à maioria simples e quando ocorrer empate",289,,,
Vereador,Presidente da Mesa,tem competência para,"Solicitar a palavra para encaminhar a votação, logo após declarar a matéria ja debatida e com discussão encerrada",290,,,
Vereador,Presidente da Mesa,deve,"Organizar a sessão de forma a haver uma única votação sobre todas as peças do processo, ainda que haja substitutivos ou emendas",292,,,
Vereador,Presidente da Mesa,deve,Despachar e determinar a publicação do 'Boletim de Apuração' da votação secreta,300,,,
Vereador,Presidente da Mesa,deve,"Fazer publicar a qeustão de ordem que solicitar a censura do Presidente a qualquer pronunciamento de outro Vereador que contenha expressão, frase ou conceito que considerar injuriosos, quando não se tenha promovido a censura",308,,,
Vereador,Presidente da Mesa,deve,"Determinar a publicação em avulso dos atos da mesa com a consolidação dos precedentes regimentais firmados na sessão legislativa, bem como a distribuição dos mesmos aos Vereadores",314,,,
Vereador,Presidente da Mesa,deve,Promover a tramitação especial e urgente dos projetos de iniciativa popular,315,,,
Vereador,Presidente da Mesa,deve,"Convocar audiência pública para debater projeto de iniciativa popular, em 7 dias após a apresentação do parece conjunto da comissões, que deve ser presidida pelo Presidente da CCJ e contar com a presença de ao menos metade dos membros de cada comissão designada",320,,,
Vereador,Presidente da Mesa,deve,"Dar conhecimento à Câmara sobre convocação de sessão extraordinária em período de recesso, após recebido o ofício convocatório, em plenário se possível, diligenciando para que todos os Vereadores sejam dela certificados ",326,,,
Vereador,Presidente da Mesa,não pode,conceder vista de projeto de legislação orçamentária a qualquer Vereador ,334,,,
Vereador,Presidente da Mesa,deve,"Incluir o projeto de lei orçamentária na pauta da Ordem do Dia, no prazo de dois dias úteis da publicação do respectivo parecer, para primeira discusão, vedando-se a apresentação de substitutivos e emendas nesta fase ",336,,,
Vereador,Presidente da Mesa,deve,Fazer ser publicado o parecer da Comissão de Finanças e Orçamentos sobre emendas a projetos de leis orçamentárias,339,,,
